Entity_1	Entity_2	Predicted_class
a16618126.s8.x2.uT11	a16618126.s8.x2.uT37	INHIBITOR
a16618126.s8.x3.uT10	a16618126.s8.x3.uT37	INHIBITOR
a16618126.s8.x4.uT9	a16618126.s8.x4.uT37	DIRECT-REGULATOR
a20091113.s0.x0.uT6	a20091113.s0.x0.uT10	NO_RELATION
a20091113.s0.x1.uT5	a20091113.s0.x1.uT10	INHIBITOR
a20091113.s0.x2.uT6	a20091113.s0.x2.uT9	DIRECT-REGULATOR
a20091113.s2.x0.uT3	a20091113.s2.x0.uT8	INHIBITOR
a20091113.s2.x1.uT2	a20091113.s2.x1.uT8	NO_RELATION
a20091113.s2.x2.uT2	a20091113.s2.x2.uT7	DIRECT-REGULATOR
a23609606.s8.x0.uT3	a23609606.s8.x0.uT12	INHIBITOR
a23609606.s8.x1.uT3	a23609606.s8.x1.uT13	DIRECT-REGULATOR
a23609606.s8.x2.uT3	a23609606.s8.x2.uT14	INHIBITOR
a23609606.s8.x3.uT3	a23609606.s8.x3.uT15	INHIBITOR
a23609606.s8.x4.uT3	a23609606.s8.x4.uT16	INHIBITOR
a23609606.s8.x5.uT3	a23609606.s8.x5.uT17	INHIBITOR
a11161433.s3.x0.uT2	a11161433.s3.x0.uT9	NO_RELATION
a11161433.s3.x1.uT3	a11161433.s3.x1.uT9	NO_RELATION
a11161433.s3.x2.uT2	a11161433.s3.x2.uT10	SUBSTRATE
a11161433.s4.x0.uT4	a11161433.s4.x0.uT11	INHIBITOR
a11161433.s4.x1.uT4	a11161433.s4.x1.uT13	INDIRECT-DOWNREGULATOR
a11161433.s4.x2.uT5	a11161433.s4.x2.uT11	INHIBITOR
a11161433.s4.x3.uT5	a11161433.s4.x3.uT13	INDIRECT-DOWNREGULATOR
a11161433.s7.x0.uT1	a11161433.s7.x0.uT8	SUBSTRATE
a11588409.s0.x0.uT16	a11588409.s0.x0.uT26	INHIBITOR
a11588409.s0.x1.uT15	a11588409.s0.x1.uT26	INHIBITOR
a11588409.s1.x0.uT12	a11588409.s1.x0.uT18	INHIBITOR
a11588409.s1.x1.uT2	a11588409.s1.x1.uT18	INHIBITOR
a11588409.s1.x2.uT8	a11588409.s1.x2.uT18	INHIBITOR
a11588409.s1.x3.uT12	a11588409.s1.x3.uT17	INHIBITOR
a11588409.s1.x4.uT2	a11588409.s1.x4.uT17	ANTAGONIST
a15932636.s0.x0.uT23	a15932636.s0.x0.uT38	INHIBITOR
a15932636.s0.x1.uT23	a15932636.s0.x1.uT37	INHIBITOR
a15932636.s0.x2.uT24	a15932636.s0.x2.uT37	NO_RELATION
a15932636.s3.x0.uT12	a15932636.s3.x0.uT31	SUBSTRATE
a15932636.s3.x1.uT12	a15932636.s3.x1.uT32	DIRECT-REGULATOR
a15932636.s3.x2.uT14	a15932636.s3.x2.uT31	INHIBITOR
a15932636.s3.x3.uT14	a15932636.s3.x3.uT32	INHIBITOR
a10606746.s0.x0.uT18	a10606746.s0.x0.uT25	DIRECT-REGULATOR
a10606746.s4.x0.uT4	a10606746.s4.x0.uT23	DIRECT-REGULATOR
a10606746.s4.x1.uT7	a10606746.s4.x1.uT23	DIRECT-REGULATOR
a10606746.s4.x2.uT3	a10606746.s4.x2.uT23	INHIBITOR
a10606746.s4.x3.uT6	a10606746.s4.x3.uT23	INHIBITOR
a10606746.s4.x4.uT4	a10606746.s4.x4.uT21	DIRECT-REGULATOR
a10606746.s4.x5.uT4	a10606746.s4.x5.uT22	DIRECT-REGULATOR
a10606746.s4.x6.uT7	a10606746.s4.x6.uT21	DIRECT-REGULATOR
a10606746.s4.x7.uT3	a10606746.s4.x7.uT21	DIRECT-REGULATOR
a10606746.s4.x8.uT5	a10606746.s4.x8.uT21	DIRECT-REGULATOR
a10606746.s4.x9.uT6	a10606746.s4.x9.uT21	DIRECT-REGULATOR
a10606746.s4.x10.uT7	a10606746.s4.x10.uT22	DIRECT-REGULATOR
a10606746.s4.x11.uT5	a10606746.s4.x11.uT22	DIRECT-REGULATOR
a10606746.s4.x12.uT6	a10606746.s4.x12.uT22	INHIBITOR
a20421509.s0.x0.uT20	a20421509.s0.x0.uT43	INHIBITOR
a20421509.s1.x0.uT10	a20421509.s1.x0.uT21	INHIBITOR
a20421509.s1.x1.uT10	a20421509.s1.x1.uT35	INHIBITOR
a20421509.s1.x2.uT10	a20421509.s1.x2.uT25	DIRECT-REGULATOR
a20421509.s4.x0.uT11	a20421509.s4.x0.uT37	INHIBITOR
a20421509.s4.x1.uT11	a20421509.s4.x1.uT38	INHIBITOR
a20421509.s4.x2.uT12	a20421509.s4.x2.uT37	INHIBITOR
a20421509.s4.x3.uT12	a20421509.s4.x3.uT38	INHIBITOR
a20421509.s5.x0.uT13	a20421509.s5.x0.uT39	INHIBITOR
a20421509.s5.x4.uT14	a20421509.s5.x4.uT40	INHIBITOR
a20421509.s5.x5.uT15	a20421509.s5.x5.uT40	INHIBITOR
a22705396.s4.x0.uT1	a22705396.s4.x0.uT4	AGONIST
a19708854.s0.x0.uT8	a19708854.s0.x0.uT11	AGONIST
a19708854.s5.x0.uT4	a19708854.s5.x0.uT10	INHIBITOR
a12679340.s0.x0.uT20	a12679340.s0.x0.uT32	SUBSTRATE
a12679340.s0.x1.uT20	a12679340.s0.x1.uT33	DIRECT-REGULATOR
a12679340.s1.x0.uT4	a12679340.s1.x0.uT29	SUBSTRATE
a12679340.s1.x1.uT4	a12679340.s1.x1.uT24	SUBSTRATE
a12679340.s1.x2.uT4	a12679340.s1.x2.uT23	INHIBITOR
a12679340.s1.x3.uT4	a12679340.s1.x3.uT30	SUBSTRATE
a12679340.s1.x4.uT4	a12679340.s1.x4.uT25	DIRECT-REGULATOR
a12679340.s1.x5.uT3	a12679340.s1.x5.uT29	DIRECT-REGULATOR
a12679340.s1.x6.uT3	a12679340.s1.x6.uT24	SUBSTRATE
a12679340.s1.x7.uT3	a12679340.s1.x7.uT23	INHIBITOR
a12679340.s1.x8.uT3	a12679340.s1.x8.uT30	SUBSTRATE
a12679340.s1.x9.uT3	a12679340.s1.x9.uT25	DIRECT-REGULATOR
a12679340.s1.x10.uT5	a12679340.s1.x10.uT29	INHIBITOR
a12679340.s1.x11.uT5	a12679340.s1.x11.uT24	SUBSTRATE
a12679340.s1.x12.uT5	a12679340.s1.x12.uT23	INHIBITOR
a12679340.s1.x13.uT5	a12679340.s1.x13.uT30	SUBSTRATE
a12679340.s4.x0.uT6	a12679340.s4.x0.uT26	INHIBITOR
a12679340.s4.x1.uT7	a12679340.s4.x1.uT26	DIRECT-REGULATOR
a12679340.s4.x2.uT6	a12679340.s4.x2.uT27	INHIBITOR
a12679340.s4.x3.uT7	a12679340.s4.x3.uT27	DIRECT-REGULATOR
a23127600.s3.x0.uT7	a23127600.s3.x0.uT13	DIRECT-REGULATOR
a23127600.s3.x3.uT8	a23127600.s3.x3.uT14	DIRECT-REGULATOR
a23127600.s6.x0.uT1	a23127600.s6.x0.uT11	INHIBITOR
a23111283.s0.x0.uT11	a23111283.s0.x0.uT20	INHIBITOR
a23111283.s10.x0.uT10	a23111283.s10.x0.uT17	INHIBITOR
a23111283.s10.x1.uT10	a23111283.s10.x1.uT18	DIRECT-REGULATOR
a23111283.s10.x2.uT10	a23111283.s10.x2.uT19	INHIBITOR
a23111283.s11.x0.uT2	a23111283.s11.x0.uT12	INHIBITOR
a2569356.s0.x0.uT13	a2569356.s0.x0.uT17	ANTAGONIST
a2569356.s0.x1.uT14	a2569356.s0.x1.uT17	ANTAGONIST
a2569356.s1.x0.uT5	a2569356.s1.x0.uT15	ANTAGONIST
a2569356.s1.x1.uT8	a2569356.s1.x1.uT15	INHIBITOR
a2569356.s4.x0.uT9	a2569356.s4.x0.uT16	DIRECT-REGULATOR
a2569356.s1.x2.uT2	a2569356.s1.x2.uT15	INHIBITOR
a20801130.s0.x0.uT24	a20801130.s0.x0.uT42	DIRECT-REGULATOR
a20801130.s1.x0.uT10	a20801130.s1.x0.uT35	DIRECT-REGULATOR
a20801130.s1.x1.uT10	a20801130.s1.x1.uT36	DIRECT-REGULATOR
a20801130.s1.x2.uT10	a20801130.s1.x2.uT37	DIRECT-REGULATOR
a20801130.s1.x3.uT10	a20801130.s1.x3.uT38	DIRECT-REGULATOR
a20801130.s5.x0.uT17	a20801130.s5.x0.uT39	DIRECT-REGULATOR
a20801130.s5.x1.uT18	a20801130.s5.x1.uT39	DIRECT-REGULATOR
a20801130.s5.x2.uT19	a20801130.s5.x2.uT39	DIRECT-REGULATOR
a20801130.s5.x3.uT20	a20801130.s5.x3.uT39	DIRECT-REGULATOR
a3299141.s0.x0.uT19	a3299141.s0.x0.uT36	DIRECT-REGULATOR
a3299141.s0.x1.uT20	a3299141.s0.x1.uT35	INHIBITOR
a3299141.s1.x0.uT6	a3299141.s1.x0.uT31	INHIBITOR
a3299141.s1.x1.uT14	a3299141.s1.x1.uT24	ANTAGONIST
a3299141.s1.x2.uT15	a3299141.s1.x2.uT24	INHIBITOR
a3299141.s2.x0.uT12	a3299141.s2.x0.uT30	DIRECT-REGULATOR
a3299141.s2.x1.uT13	a3299141.s2.x1.uT29	INHIBITOR
a3299141.s3.x0.uT16	a3299141.s3.x0.uT33	INDIRECT-DOWNREGULATOR
a3299141.s3.x1.uT17	a3299141.s3.x1.uT32	INHIBITOR
a3299141.s5.x0.uT3	a3299141.s5.x0.uT34	DIRECT-REGULATOR
a3299141.s5.x1.uT2	a3299141.s5.x1.uT34	DIRECT-REGULATOR
a3299141.s5.x2.uT1	a3299141.s5.x2.uT34	DIRECT-REGULATOR
a3299141.s5.x3.uT3	a3299141.s5.x3.uT21	DIRECT-REGULATOR
a3299141.s5.x4.uT2	a3299141.s5.x4.uT21	DIRECT-REGULATOR
a3299141.s5.x5.uT18	a3299141.s5.x5.uT21	INHIBITOR
a15777622.s0.x0.uT18	a15777622.s0.x0.uT42	INHIBITOR
a15777622.s0.x1.uT18	a15777622.s0.x1.uT43	INHIBITOR
a15777622.s0.x2.uT18	a15777622.s0.x2.uT44	INHIBITOR
a15777622.s1.x0.uT6	a15777622.s1.x0.uT28	NO_RELATION
a15777622.s1.x1.uT6	a15777622.s1.x1.uT32	SUBSTRATE
a15777622.s2.x0.uT9	a15777622.s2.x0.uT29	INHIBITOR
a15777622.s2.x1.uT10	a15777622.s2.x1.uT29	SUBSTRATE
a15777622.s3.x0.uT11	a15777622.s3.x0.uT30	DIRECT-REGULATOR
a15777622.s3.x1.uT11	a15777622.s3.x1.uT31	DIRECT-REGULATOR
a15777622.s3.x2.uT12	a15777622.s3.x2.uT30	DIRECT-REGULATOR
a15777622.s3.x3.uT12	a15777622.s3.x3.uT31	DIRECT-REGULATOR
a15777622.s3.x4.uT13	a15777622.s3.x4.uT30	NO_RELATION
a15777622.s3.x5.uT13	a15777622.s3.x5.uT31	DIRECT-REGULATOR
a15777622.s5.x0.uT14	a15777622.s5.x0.uT36	INHIBITOR
a15777622.s5.x1.uT15	a15777622.s5.x1.uT36	INHIBITOR
a15777622.s5.x2.uT16	a15777622.s5.x2.uT36	INHIBITOR
a15777622.s5.x3.uT14	a15777622.s5.x3.uT37	INHIBITOR
a15777622.s5.x4.uT15	a15777622.s5.x4.uT37	INHIBITOR
a15777622.s5.x5.uT16	a15777622.s5.x5.uT37	SUBSTRATE
a15777622.s5.x6.uT14	a15777622.s5.x6.uT38	DIRECT-REGULATOR
a15777622.s5.x7.uT15	a15777622.s5.x7.uT38	INHIBITOR
a15777622.s5.x8.uT16	a15777622.s5.x8.uT38	INHIBITOR
a15777622.s5.x9.uT14	a15777622.s5.x9.uT39	NO_RELATION
a15777622.s5.x10.uT14	a15777622.s5.x10.uT40	NO_RELATION
a15777622.s5.x11.uT15	a15777622.s5.x11.uT39	SUBSTRATE
a15777622.s5.x12.uT16	a15777622.s5.x12.uT39	ANTAGONIST
a15777622.s5.x13.uT15	a15777622.s5.x13.uT40	DIRECT-REGULATOR
a15777622.s5.x14.uT16	a15777622.s5.x14.uT40	SUBSTRATE
a15777622.s6.x0.uT17	a15777622.s6.x0.uT41	INHIBITOR
a15777622.s6.x1.uT1	a15777622.s6.x1.uT41	INHIBITOR
a15777622.s6.x2.uT17	a15777622.s6.x2.uT19	INHIBITOR
a15777622.s6.x3.uT17	a15777622.s6.x3.uT20	INHIBITOR
a15777622.s6.x4.uT1	a15777622.s6.x4.uT19	SUBSTRATE
a15777622.s6.x5.uT1	a15777622.s6.x5.uT20	SUBSTRATE
a15777622.s7.x0.uT2	a15777622.s7.x0.uT21	INHIBITOR
a15777622.s7.x1.uT2	a15777622.s7.x1.uT22	INHIBITOR
a15777622.s8.x0.uT5	a15777622.s8.x0.uT24	INHIBITOR
a15777622.s8.x1.uT5	a15777622.s8.x1.uT26	INHIBITOR
a15777622.s8.x2.uT5	a15777622.s8.x2.uT23	INHIBITOR
a15777622.s8.x3.uT3	a15777622.s8.x3.uT25	INHIBITOR
a15777622.s8.x4.uT4	a15777622.s8.x4.uT25	INHIBITOR
a15777622.s8.x5.uT7	a15777622.s8.x5.uT25	INHIBITOR
a15777622.s8.x6.uT3	a15777622.s8.x6.uT24	INHIBITOR
a15777622.s8.x7.uT4	a15777622.s8.x7.uT24	INHIBITOR
a15777622.s8.x8.uT7	a15777622.s8.x8.uT24	INHIBITOR
a15777622.s8.x9.uT3	a15777622.s8.x9.uT26	INHIBITOR
a15777622.s8.x10.uT4	a15777622.s8.x10.uT26	INHIBITOR
a15777622.s8.x11.uT3	a15777622.s8.x11.uT23	INHIBITOR
a15777622.s8.x12.uT4	a15777622.s8.x12.uT23	INHIBITOR
a15777622.s8.x13.uT7	a15777622.s8.x13.uT23	INHIBITOR
a15777622.s9.x0.uT8	a15777622.s9.x0.uT27	INHIBITOR
a12881227.s1.x0.uT12	a12881227.s1.x0.uT40	INHIBITOR
a12881227.s1.x1.uT10	a12881227.s1.x1.uT40	INHIBITOR
a17161452.s0.x0.uT12	a17161452.s0.x0.uT23	INHIBITOR
a17161452.s0.x1.uT12	a17161452.s0.x1.uT24	INHIBITOR
a17161452.s3.x0.uT6	a17161452.s3.x0.uT18	DIRECT-REGULATOR
a17161452.s3.x1.uT6	a17161452.s3.x1.uT16	INHIBITOR
a17161452.s3.x2.uT5	a17161452.s3.x2.uT18	DIRECT-REGULATOR
a17161452.s3.x3.uT5	a17161452.s3.x3.uT17	DIRECT-REGULATOR
a17161452.s3.x4.uT5	a17161452.s3.x4.uT16	SUBSTRATE
a17161452.s3.x5.uT4	a17161452.s3.x5.uT18	DIRECT-REGULATOR
a17161452.s3.x6.uT4	a17161452.s3.x6.uT17	DIRECT-REGULATOR
a17161452.s3.x7.uT4	a17161452.s3.x7.uT16	DIRECT-REGULATOR
a17161452.s3.x8.uT7	a17161452.s3.x8.uT18	DIRECT-REGULATOR
a17161452.s3.x9.uT7	a17161452.s3.x9.uT17	DIRECT-REGULATOR
a17161452.s3.x10.uT7	a17161452.s3.x10.uT16	DIRECT-REGULATOR
a17161452.s4.x0.uT8	a17161452.s4.x0.uT19	INHIBITOR
a17161452.s4.x1.uT8	a17161452.s4.x1.uT20	INHIBITOR
a17161452.s5.x0.uT9	a17161452.s5.x0.uT21	SUBSTRATE
a17161452.s5.x1.uT10	a17161452.s5.x1.uT21	NO_RELATION
a17161452.s6.x0.uT11	a17161452.s6.x0.uT22	DIRECT-REGULATOR
a17161452.s6.x1.uT11	a17161452.s6.x1.uT13	INHIBITOR
a17161452.s7.x0.uT2	a17161452.s7.x0.uT14	DIRECT-REGULATOR
a17161452.s7.x1.uT3	a17161452.s7.x1.uT14	NO_RELATION
a17161452.s7.x2.uT2	a17161452.s7.x2.uT15	DIRECT-REGULATOR
a17161452.s7.x3.uT3	a17161452.s7.x3.uT15	NO_RELATION
a10064839.s0.x0.uT50	a10064839.s0.x0.uT56	DIRECT-REGULATOR
a10064839.s0.x1.uT49	a10064839.s0.x1.uT56	DIRECT-REGULATOR
a10064839.s0.x2.uT51	a10064839.s0.x2.uT56	DIRECT-REGULATOR
a17138644.s0.x0.uT11	a17138644.s0.x0.uT45	INHIBITOR
a17138644.s1.x0.uT6	a17138644.s1.x0.uT36	DIRECT-REGULATOR
a17138644.s1.x1.uT6	a17138644.s1.x1.uT23	AGONIST
a17138644.s1.x2.uT6	a17138644.s1.x2.uT39	DIRECT-REGULATOR
a17138644.s1.x3.uT6	a17138644.s1.x3.uT24	INHIBITOR
a17138644.s1.x4.uT6	a17138644.s1.x4.uT17	INHIBITOR
a17138644.s1.x5.uT6	a17138644.s1.x5.uT25	DIRECT-REGULATOR
a3345199.s0.x0.uT24	a3345199.s0.x0.uT35	INHIBITOR
a3345199.s0.x1.uT25	a3345199.s0.x1.uT35	INHIBITOR
a3345199.s1.x0.uT16	a3345199.s1.x0.uT26	INHIBITOR
a3345199.s1.x1.uT17	a3345199.s1.x1.uT26	INHIBITOR
a3345199.s1.x2.uT18	a3345199.s1.x2.uT26	INHIBITOR
a3345199.s1.x3.uT6	a3345199.s1.x3.uT26	DIRECT-REGULATOR
a3345199.s1.x4.uT8	a3345199.s1.x4.uT26	SUBSTRATE
a3345199.s1.x5.uT16	a3345199.s1.x5.uT32	INHIBITOR
a3345199.s1.x6.uT17	a3345199.s1.x6.uT32	INHIBITOR
a3345199.s1.x7.uT18	a3345199.s1.x7.uT32	INHIBITOR
a3345199.s1.x8.uT6	a3345199.s1.x8.uT32	INHIBITOR
a3345199.s1.x9.uT8	a3345199.s1.x9.uT32	SUBSTRATE
a3345199.s3.x0.uT9	a3345199.s3.x0.uT33	INHIBITOR
a3345199.s3.x1.uT10	a3345199.s3.x1.uT33	DIRECT-REGULATOR
a3345199.s3.x2.uT11	a3345199.s3.x2.uT33	INHIBITOR
a3345199.s3.x3.uT12	a3345199.s3.x3.uT33	INHIBITOR
a3345199.s3.x4.uT13	a3345199.s3.x4.uT33	DIRECT-REGULATOR
a3345199.s3.x5.uT14	a3345199.s3.x5.uT33	INHIBITOR
a3345199.s3.x6.uT15	a3345199.s3.x6.uT33	INHIBITOR
a3345199.s11.x0.uT7	a3345199.s11.x0.uT30	INHIBITOR
a1356794.s1.x0.uT11	a1356794.s1.x0.uT18	AGONIST
a1356794.s1.x1.uT1	a1356794.s1.x1.uT18	ANTAGONIST
a1356794.s1.x2.uT2	a1356794.s1.x2.uT18	ANTAGONIST
a1356794.s1.x3.uT3	a1356794.s1.x3.uT18	INHIBITOR
a1356794.s1.x4.uT11	a1356794.s1.x4.uT12	ANTAGONIST
a1356794.s1.x5.uT11	a1356794.s1.x5.uT13	ANTAGONIST
a1356794.s1.x6.uT11	a1356794.s1.x6.uT14	ANTAGONIST
a1356794.s1.x7.uT1	a1356794.s1.x7.uT12	ANTAGONIST
a1356794.s1.x8.uT2	a1356794.s1.x8.uT12	ANTAGONIST
a1356794.s1.x9.uT3	a1356794.s1.x9.uT12	ANTAGONIST
a1356794.s1.x10.uT1	a1356794.s1.x10.uT13	ANTAGONIST
a1356794.s1.x11.uT1	a1356794.s1.x11.uT14	ANTAGONIST
a1356794.s1.x12.uT2	a1356794.s1.x12.uT13	ANTAGONIST
a1356794.s1.x13.uT3	a1356794.s1.x13.uT13	ANTAGONIST
a1356794.s1.x14.uT2	a1356794.s1.x14.uT14	ANTAGONIST
a1356794.s1.x15.uT3	a1356794.s1.x15.uT14	ANTAGONIST
a1356794.s2.x0.uT4	a1356794.s2.x0.uT15	DIRECT-REGULATOR
a1356794.s2.x1.uT5	a1356794.s2.x1.uT15	INHIBITOR
a1356794.s2.x2.uT6	a1356794.s2.x2.uT15	INHIBITOR
a1356794.s3.x0.uT7	a1356794.s3.x0.uT16	NO_RELATION
a1356794.s3.x1.uT8	a1356794.s3.x1.uT16	INHIBITOR
a17205056.s0.x0.uT12	a17205056.s0.x0.uT26	NO_RELATION
a17205056.s1.x0.uT10	a17205056.s1.x0.uT24	INHIBITOR
a17205056.s1.x1.uT10	a17205056.s1.x1.uT21	INHIBITOR
a17205056.s2.x0.uT2	a17205056.s2.x0.uT15	NO_RELATION
a17205056.s2.x1.uT3	a17205056.s2.x1.uT15	INHIBITOR
a17205056.s2.x2.uT4	a17205056.s2.x2.uT15	INHIBITOR
a17205056.s3.x0.uT5	a17205056.s3.x0.uT16	NO_RELATION
a17205056.s3.x1.uT6	a17205056.s3.x1.uT16	INHIBITOR
a17205056.s3.x2.uT5	a17205056.s3.x2.uT17	NO_RELATION
a17205056.s3.x3.uT6	a17205056.s3.x3.uT17	INHIBITOR
a17205056.s3.x4.uT5	a17205056.s3.x4.uT18	DIRECT-REGULATOR
a17205056.s3.x5.uT5	a17205056.s3.x5.uT19	NO_RELATION
a17205056.s3.x6.uT5	a17205056.s3.x6.uT20	NO_RELATION
a17205056.s3.x7.uT6	a17205056.s3.x7.uT18	DIRECT-REGULATOR
a17205056.s3.x8.uT6	a17205056.s3.x8.uT19	ANTAGONIST
a17205056.s3.x9.uT6	a17205056.s3.x9.uT20	INHIBITOR
a17205056.s4.x0.uT7	a17205056.s4.x0.uT22	NO_RELATION
a17205056.s5.x0.uT8	a17205056.s5.x0.uT23	NO_RELATION
a17205056.s9.x0.uT1	a17205056.s9.x0.uT13	NO_RELATION
a17205056.s9.x1.uT1	a17205056.s9.x1.uT14	NO_RELATION
a17488480.s1.x0.uT18	a17488480.s1.x0.uT34	DIRECT-REGULATOR
a17488480.s1.x1.uT18	a17488480.s1.x1.uT32	INHIBITOR
a17488480.s1.x2.uT18	a17488480.s1.x2.uT49	ANTAGONIST
a17488480.s1.x3.uT18	a17488480.s1.x3.uT38	DIRECT-REGULATOR
a17488480.s1.x4.uT26	a17488480.s1.x4.uT34	DIRECT-REGULATOR
a17488480.s1.x5.uT26	a17488480.s1.x5.uT32	INHIBITOR
a17488480.s1.x6.uT26	a17488480.s1.x6.uT38	DIRECT-REGULATOR
a17488480.s1.x7.uT4	a17488480.s1.x7.uT32	INHIBITOR
a17488480.s1.x8.uT4	a17488480.s1.x8.uT49	ANTAGONIST
a17488480.s1.x9.uT4	a17488480.s1.x9.uT38	DIRECT-REGULATOR
a17488480.s1.x10.uT15	a17488480.s1.x10.uT34	DIRECT-REGULATOR
a17488480.s1.x11.uT1	a17488480.s1.x11.uT34	INHIBITOR
a17488480.s1.x12.uT15	a17488480.s1.x12.uT32	INHIBITOR
a17488480.s1.x13.uT1	a17488480.s1.x13.uT32	INHIBITOR
a17488480.s1.x14.uT15	a17488480.s1.x14.uT49	ANTAGONIST
a17488480.s1.x15.uT15	a17488480.s1.x15.uT38	DIRECT-REGULATOR
a17488480.s1.x16.uT1	a17488480.s1.x16.uT49	ANTAGONIST
a17488480.s1.x17.uT1	a17488480.s1.x17.uT38	DIRECT-REGULATOR
a17488480.s4.x0.uT16	a17488480.s4.x0.uT44	INHIBITOR
a17488480.s4.x1.uT16	a17488480.s4.x1.uT45	DIRECT-REGULATOR
a17488480.s4.x2.uT17	a17488480.s4.x2.uT44	SUBSTRATE
a17488480.s4.x3.uT17	a17488480.s4.x3.uT45	DIRECT-REGULATOR
a7560228.s5.x0.uT12	a7560228.s5.x0.uT24	INHIBITOR
a7560228.s5.x1.uT12	a7560228.s5.x1.uT25	INHIBITOR
a7560228.s5.x2.uT12	a7560228.s5.x2.uT26	INHIBITOR
a7560228.s5.x3.uT12	a7560228.s5.x3.uT27	SUBSTRATE
a7560228.s5.x4.uT13	a7560228.s5.x4.uT24	SUBSTRATE
a7560228.s5.x5.uT13	a7560228.s5.x5.uT25	SUBSTRATE
a7560228.s5.x6.uT13	a7560228.s5.x6.uT26	SUBSTRATE
a7560228.s5.x7.uT13	a7560228.s5.x7.uT27	SUBSTRATE
a17477831.s0.x0.uT18	a17477831.s0.x0.uT27	DIRECT-REGULATOR
a17477831.s0.x1.uT16	a17477831.s0.x1.uT27	DIRECT-REGULATOR
a17477831.s1.x0.uT1	a17477831.s1.x0.uT26	INHIBITOR
a17477831.s1.x1.uT4	a17477831.s1.x1.uT26	SUBSTRATE
a17477831.s1.x2.uT4	a17477831.s1.x2.uT19	SUBSTRATE
a17477831.s1.x3.uT1	a17477831.s1.x3.uT24	INHIBITOR
a17477831.s1.x4.uT1	a17477831.s1.x4.uT21	INHIBITOR
a17477831.s1.x5.uT4	a17477831.s1.x5.uT24	SUBSTRATE
a17477831.s1.x6.uT4	a17477831.s1.x6.uT21	SUBSTRATE
a17477831.s3.x0.uT11	a17477831.s3.x0.uT22	DIRECT-REGULATOR
a17477831.s3.x1.uT12	a17477831.s3.x1.uT22	SUBSTRATE
a17477831.s4.x0.uT13	a17477831.s4.x0.uT23	DIRECT-REGULATOR
