Entity_1	Entity_2	Predicted_class
a23534442.s7.uT1.e3	a23534442.s7.uT18.e4	DIRECT-REGULATOR
a16618126.s2.uT24.e2	a16618126.s2.uT43.e1	SUBSTRATE
a16618126.s2.uT28.e3	a16618126.s2.uT43.e1	SUBSTRATE
a16618126.s2.uT29.e4	a16618126.s2.uT43.e1	SUBSTRATE
a16618126.s2.uT30.e5	a16618126.s2.uT43.e1	DIRECT-REGULATOR
a16618126.s6.uT1.e2	a16618126.s6.uT35.e1	DIRECT-REGULATOR
a16618126.s6.uT2.e3	a16618126.s6.uT35.e1	NO_RELATION
a16618126.s6.uT3.e4	a16618126.s6.uT35.e1	DIRECT-REGULATOR
a16618126.s6.uT4.e5	a16618126.s6.uT35.e1	ACTIVATOR
a16618126.s6.uT5.e6	a16618126.s6.uT35.e1	ACTIVATOR
a16618126.s6.uT6.e7	a16618126.s6.uT35.e1	ACTIVATOR
a20091113.s0.uT6.e3	a20091113.s0.uT9.e1	DIRECT-REGULATOR
a20091113.s0.uT6.e3	a20091113.s0.uT10.e2	NO_RELATION
a20091113.s2.uT2.e1	a20091113.s2.uT7.e2	DIRECT-REGULATOR
a20091113.s2.uT2.e1	a20091113.s2.uT8.e3	DIRECT-REGULATOR
a23609606.s8.uT3.e1	a23609606.s8.uT12.e2	NO_RELATION
a23609606.s8.uT3.e1	a23609606.s8.uT13.e3	NO_RELATION
a23609606.s8.uT3.e1	a23609606.s8.uT14.e4	INHIBITOR
a23609606.s8.uT3.e1	a23609606.s8.uT15.e5	INHIBITOR
a23609606.s8.uT3.e1	a23609606.s8.uT16.e6	INHIBITOR
a23609606.s8.uT3.e1	a23609606.s8.uT17.e7	INHIBITOR
a11161433.s3.uT2.e1	a11161433.s3.uT9.e2	INDIRECT-UPREGULATOR
a11161433.s3.uT2.e1	a11161433.s3.uT10.e3	INDIRECT-DOWNREGULATOR
a11161433.s4.uT4.e1	a11161433.s4.uT11.e2	INHIBITOR
a11161433.s4.uT4.e1	a11161433.s4.uT13.e4	INDIRECT-UPREGULATOR
a11161433.s4.uT5.e3	a11161433.s4.uT11.e2	INHIBITOR
a11161433.s4.uT5.e3	a11161433.s4.uT13.e4	INDIRECT-UPREGULATOR
a11588409.s0.uT16.e1	a11588409.s0.uT26.e3	NO_RELATION
a11588409.s0.uT15.e2	a11588409.s0.uT26.e3	INHIBITOR
a11588409.s1.uT12.e1	a11588409.s1.uT17.e3	NO_RELATION
a11588409.s1.uT12.e1	a11588409.s1.uT18.e4	INHIBITOR
a11588409.s1.uT2.e2	a11588409.s1.uT17.e3	ANTAGONIST
a11588409.s1.uT2.e2	a11588409.s1.uT18.e4	INHIBITOR
a11588409.s3.uT9.e1	a11588409.s3.uT20.e2	INHIBITOR
a11588409.s3.uT9.e1	a11588409.s3.uT21.e3	INHIBITOR
a15932636.s0.uT23.e1	a15932636.s0.uT38.e2	INHIBITOR
a15932636.s0.uT23.e1	a15932636.s0.uT37.e3	INHIBITOR
a15932636.s3.uT12.e1	a15932636.s3.uT31.e2	NO_RELATION
a15932636.s3.uT12.e1	a15932636.s3.uT32.e3	DIRECT-REGULATOR
a15932636.s3.uT14.e4	a15932636.s3.uT31.e2	INHIBITOR
a15932636.s3.uT14.e4	a15932636.s3.uT32.e3	INHIBITOR
a15932636.s6.uT18.e1	a15932636.s6.uT33.e4	NO_RELATION
a15932636.s6.uT19.e2	a15932636.s6.uT33.e4	INHIBITOR
a15932636.s6.uT20.e3	a15932636.s6.uT33.e4	INHIBITOR
a15932636.s7.uT21.e1	a15932636.s7.uT34.e2	INHIBITOR
a15932636.s7.uT21.e1	a15932636.s7.uT35.e3	DIRECT-REGULATOR
a15932636.s7.uT21.e1	a15932636.s7.uT36.e4	DIRECT-REGULATOR
a15932636.s10.uT2.e1	a15932636.s10.uT25.e4	NO_RELATION
a15932636.s10.uT3.e2	a15932636.s10.uT25.e4	NO_RELATION
a15932636.s10.uT4.e3	a15932636.s10.uT25.e4	INHIBITOR
a15932636.s11.uT5.e1	a15932636.s11.uT26.e2	INDIRECT-UPREGULATOR
a15932636.s13.uT8.e1	a15932636.s13.uT28.e2	NO_RELATION
a15932636.s13.uT8.e1	a15932636.s13.uT29.e3	NO_RELATION
a20104269.s3.uT3.e4	a20104269.s3.uT19.e1	INHIBITOR
a20104269.s3.uT3.e4	a20104269.s3.uT20.e2	DIRECT-REGULATOR
a20104269.s3.uT3.e4	a20104269.s3.uT21.e3	DIRECT-REGULATOR
a20104269.s3.uT3.e4	a20104269.s3.uT22.e6	INHIBITOR
a20104269.s3.uT3.e4	a20104269.s3.uT23.e7	INHIBITOR
a20104269.s3.uT4.e5	a20104269.s3.uT19.e1	INHIBITOR
a20104269.s3.uT4.e5	a20104269.s3.uT20.e2	DIRECT-REGULATOR
a20104269.s3.uT4.e5	a20104269.s3.uT21.e3	DIRECT-REGULATOR
a20104269.s3.uT4.e5	a20104269.s3.uT22.e6	INHIBITOR
a20104269.s3.uT4.e5	a20104269.s3.uT23.e7	INHIBITOR
a20104269.s4.uT5.e1	a20104269.s4.uT24.e3	AGONIST
a20104269.s4.uT5.e1	a20104269.s4.uT25.e5	ANTAGONIST
a20104269.s4.uT6.e2	a20104269.s4.uT24.e3	AGONIST
a20104269.s4.uT6.e2	a20104269.s4.uT25.e5	ANTAGONIST
a20104269.s4.uT7.e4	a20104269.s4.uT24.e3	DIRECT-REGULATOR
a20104269.s4.uT7.e4	a20104269.s4.uT25.e5	ANTAGONIST
a20104269.s5.uT8.e1	a20104269.s5.uT26.e2	INDIRECT-DOWNREGULATOR
a20104269.s5.uT8.e1	a20104269.s5.uT27.e3	INDIRECT-DOWNREGULATOR
a20104269.s6.uT9.e3	a20104269.s6.uT28.e1	INHIBITOR
a20104269.s6.uT9.e3	a20104269.s6.uT29.e2	INHIBITOR
a20104269.s8.uT11.e1	a20104269.s8.uT12.e3	NO_RELATION
a20104269.s8.uT11.e1	a20104269.s8.uT13.e4	INHIBITOR
a20104269.s8.uT1.e2	a20104269.s8.uT12.e3	NO_RELATION
a20104269.s8.uT1.e2	a20104269.s8.uT13.e4	INHIBITOR
a10606746.s0.uT18.e2	a10606746.s0.uT25.e1	DIRECT-REGULATOR
a10606746.s4.uT4.e3	a10606746.s4.uT21.e1	DIRECT-REGULATOR
a10606746.s4.uT4.e3	a10606746.s4.uT22.e2	DIRECT-REGULATOR
a10606746.s4.uT4.e3	a10606746.s4.uT23.e4	DIRECT-REGULATOR
a10606746.s4.uT6.e5	a10606746.s4.uT21.e1	DIRECT-REGULATOR
a10606746.s4.uT6.e5	a10606746.s4.uT22.e2	DIRECT-REGULATOR
a10606746.s4.uT6.e5	a10606746.s4.uT23.e4	DIRECT-REGULATOR
a10606746.s4.uT7.e6	a10606746.s4.uT21.e1	DIRECT-REGULATOR
a10606746.s4.uT7.e6	a10606746.s4.uT22.e2	DIRECT-REGULATOR
a10606746.s4.uT7.e6	a10606746.s4.uT23.e4	DIRECT-REGULATOR
a20421509.s0.uT20.e1	a20421509.s0.uT43.e2	ANTAGONIST
a20421509.s1.uT10.e3	a20421509.s1.uT21.e1	DIRECT-REGULATOR
a20421509.s1.uT10.e3	a20421509.s1.uT35.e2	DIRECT-REGULATOR
a20421509.s1.uT10.e3	a20421509.s1.uT25.e4	DIRECT-REGULATOR
a20421509.s4.uT11.e1	a20421509.s4.uT37.e3	NO_RELATION
a20421509.s4.uT11.e1	a20421509.s4.uT38.e4	NO_RELATION
a20421509.s4.uT12.e2	a20421509.s4.uT37.e3	INHIBITOR
a20421509.s4.uT12.e2	a20421509.s4.uT38.e4	INHIBITOR
a20421509.s5.uT13.e2	a20421509.s5.uT39.e1	DIRECT-REGULATOR
a20421509.s5.uT14.e3	a20421509.s5.uT40.e4	DIRECT-REGULATOR
a23307185.s5.uT1.e3	a23307185.s5.uT27.e1	NO_RELATION
a23307185.s5.uT1.e3	a23307185.s5.uT29.e2	INDIRECT-DOWNREGULATOR
a19708854.s0.uT8.e1	a19708854.s0.uT11.e2	DIRECT-REGULATOR
a19708854.s5.uT4.e1	a19708854.s5.uT10.e2	DIRECT-REGULATOR
a16247743.s5.uT4.e1	a16247743.s5.uT9.e3	INHIBITOR
a16247743.s5.uT5.e2	a16247743.s5.uT9.e3	INHIBITOR
a23150495.s8.uT1.e2	a23150495.s8.uT5.e1	NO_RELATION
a12679340.s1.uT3.e1	a12679340.s1.uT25.e3	ANTAGONIST
a12679340.s1.uT3.e1	a12679340.s1.uT29.e4	INHIBITOR
a12679340.s1.uT3.e1	a12679340.s1.uT30.e5	INHIBITOR
a12679340.s1.uT3.e1	a12679340.s1.uT23.e6	INHIBITOR
a12679340.s1.uT3.e1	a12679340.s1.uT24.e7	ANTAGONIST
a12679340.s1.uT4.e2	a12679340.s1.uT25.e3	ANTAGONIST
a12679340.s1.uT4.e2	a12679340.s1.uT29.e4	INHIBITOR
a12679340.s1.uT4.e2	a12679340.s1.uT30.e5	SUBSTRATE
a12679340.s1.uT4.e2	a12679340.s1.uT23.e6	INHIBITOR
a12679340.s1.uT4.e2	a12679340.s1.uT24.e7	SUBSTRATE
a12679340.s4.uT6.e2	a12679340.s4.uT26.e1	INHIBITOR
a12679340.s4.uT6.e2	a12679340.s4.uT27.e4	INHIBITOR
a12679340.s4.uT7.e3	a12679340.s4.uT26.e1	DIRECT-REGULATOR
a12679340.s4.uT7.e3	a12679340.s4.uT27.e4	DIRECT-REGULATOR
a12679340.s5.uT8.e2	a12679340.s5.uT28.e1	NO_RELATION
a12679340.s5.uT9.e3	a12679340.s5.uT28.e1	INHIBITOR
a12679340.s5.uT10.e4	a12679340.s5.uT28.e1	INHIBITOR
a12679340.s5.uT11.e5	a12679340.s5.uT28.e1	INHIBITOR
a12679340.s5.uT12.e6	a12679340.s5.uT28.e1	INHIBITOR
a12679340.s5.uT13.e7	a12679340.s5.uT28.e1	INHIBITOR
a12679340.s5.uT14.e8	a12679340.s5.uT28.e1	DIRECT-REGULATOR
a23127600.s3.uT7.e2	a23127600.s3.uT13.e1	DIRECT-REGULATOR
a23127600.s3.uT8.e3	a23127600.s3.uT14.e4	NO_RELATION
a23127600.s6.uT1.e1	a23127600.s6.uT11.e2	INHIBITOR
a23127600.s6.uT1.e1	a23127600.s6.uT12.e3	NO_RELATION
a23111283.s0.uT11.e1	a23111283.s0.uT20.e2	INHIBITOR
a23111283.s9.uT10.e1	a23111283.s9.uT17.e2	INHIBITOR
a23111283.s9.uT10.e1	a23111283.s9.uT18.e3	INHIBITOR
a23111283.s9.uT10.e1	a23111283.s9.uT19.e4	INHIBITOR
a23111283.s10.uT2.e1	a23111283.s10.uT12.e2	INHIBITOR
a2569356.s0.uT13.e2	a2569356.s0.uT17.e1	ANTAGONIST
a2569356.s0.uT14.e3	a2569356.s0.uT17.e1	ANTAGONIST
a2569356.s1.uT5.e2	a2569356.s1.uT15.e1	INHIBITOR
a2569356.s1.uT8.e3	a2569356.s1.uT15.e1	ANTAGONIST
a2569356.s1.uT2.e4	a2569356.s1.uT15.e1	INHIBITOR
a2569356.s4.uT9.e1	a2569356.s4.uT16.e2	ANTAGONIST
a2569356.s4.uT11.e3	a2569356.s4.uT16.e2	NO_RELATION
a20801130.s0.uT24.e1	a20801130.s0.uT42.e2	DIRECT-REGULATOR
a20801130.s1.uT10.e1	a20801130.s1.uT35.e2	DIRECT-REGULATOR
a20801130.s1.uT10.e1	a20801130.s1.uT36.e3	DIRECT-REGULATOR
a20801130.s1.uT10.e1	a20801130.s1.uT37.e4	DIRECT-REGULATOR
a20801130.s1.uT10.e1	a20801130.s1.uT38.e5	DIRECT-REGULATOR
a12086935.s0.uT18.e1	a12086935.s0.uT30.e2	ACTIVATOR
a12086935.s2.uT11.e3	a12086935.s2.uT23.e1	NO_RELATION
a12086935.s2.uT11.e3	a12086935.s2.uT24.e2	INHIBITOR
a12086935.s3.uT12.e2	a12086935.s3.uT25.e1	ACTIVATOR
a12086935.s3.uT14.e3	a12086935.s3.uT25.e1	NO_RELATION
a12086935.s4.uT15.e1	a12086935.s4.uT26.e2	ACTIVATOR
a12086935.s5.uT16.e1	a12086935.s5.uT27.e2	ACTIVATOR
a12086935.s5.uT16.e1	a12086935.s5.uT28.e3	ACTIVATOR
a12086935.s5.uT16.e1	a12086935.s5.uT29.e4	INDIRECT-UPREGULATOR
a12086935.s6.uT3.e2	a12086935.s6.uT20.e1	ANTAGONIST
a12086935.s6.uT4.e3	a12086935.s6.uT20.e1	ANTAGONIST
a12086935.s6.uT5.e4	a12086935.s6.uT20.e1	ACTIVATOR
a12086935.s7.uT6.e1	a12086935.s7.uT21.e2	ACTIVATOR
a12086935.s7.uT7.e3	a12086935.s7.uT21.e2	SUBSTRATE
a3299141.s3.uT17.e2	a3299141.s3.uT32.e1	ANTAGONIST
a15777622.s0.uT18.e4	a15777622.s0.uT42.e1	INHIBITOR
a15777622.s0.uT18.e4	a15777622.s0.uT43.e2	INHIBITOR
a15777622.s0.uT18.e4	a15777622.s0.uT44.e3	INHIBITOR
a15777622.s1.uT6.e3	a15777622.s1.uT28.e1	INHIBITOR
a15777622.s1.uT6.e3	a15777622.s1.uT32.e2	INHIBITOR
a15777622.s2.uT9.e1	a15777622.s2.uT29.e2	ANTAGONIST
a15777622.s2.uT10.e3	a15777622.s2.uT29.e2	SUBSTRATE
a15777622.s3.uT11.e1	a15777622.s3.uT30.e3	ANTAGONIST
a15777622.s3.uT11.e1	a15777622.s3.uT31.e5	NO_RELATION
a15777622.s3.uT12.e2	a15777622.s3.uT30.e3	ANTAGONIST
a15777622.s3.uT12.e2	a15777622.s3.uT31.e5	NO_RELATION
a15777622.s3.uT13.e4	a15777622.s3.uT30.e3	NO_RELATION
a15777622.s3.uT13.e4	a15777622.s3.uT31.e5	INHIBITOR
a15777622.s5.uT14.e4	a15777622.s5.uT36.e1	NO_RELATION
a15777622.s5.uT14.e4	a15777622.s5.uT37.e2	INHIBITOR
a15777622.s5.uT14.e4	a15777622.s5.uT38.e3	DIRECT-REGULATOR
a15777622.s5.uT14.e4	a15777622.s5.uT39.e5	SUBSTRATE
a15777622.s5.uT14.e4	a15777622.s5.uT40.e8	NO_RELATION
a15777622.s5.uT15.e6	a15777622.s5.uT36.e1	NO_RELATION
a15777622.s5.uT15.e6	a15777622.s5.uT37.e2	SUBSTRATE
a15777622.s5.uT15.e6	a15777622.s5.uT38.e3	NO_RELATION
a15777622.s5.uT15.e6	a15777622.s5.uT39.e5	SUBSTRATE
a15777622.s5.uT15.e6	a15777622.s5.uT40.e8	NO_RELATION
a15777622.s5.uT16.e7	a15777622.s5.uT36.e1	NO_RELATION
a15777622.s5.uT16.e7	a15777622.s5.uT37.e2	SUBSTRATE
a15777622.s5.uT16.e7	a15777622.s5.uT38.e3	NO_RELATION
a15777622.s5.uT16.e7	a15777622.s5.uT39.e5	SUBSTRATE
a15777622.s5.uT16.e7	a15777622.s5.uT40.e8	ANTAGONIST
a15777622.s6.uT17.e2	a15777622.s6.uT41.e1	INHIBITOR
a15777622.s6.uT17.e2	a15777622.s6.uT19.e4	INHIBITOR
a15777622.s6.uT17.e2	a15777622.s6.uT20.e5	DIRECT-REGULATOR
a15777622.s6.uT1.e3	a15777622.s6.uT41.e1	SUBSTRATE
a15777622.s6.uT1.e3	a15777622.s6.uT19.e4	SUBSTRATE
a15777622.s6.uT1.e3	a15777622.s6.uT20.e5	SUBSTRATE
a15777622.s7.uT2.e1	a15777622.s7.uT21.e2	NO_RELATION
a12881227.s3.uT8.e1	a12881227.s3.uT31.e3	NO_RELATION
a12881227.s3.uT8.e1	a12881227.s3.uT32.e4	NO_RELATION
a12881227.s3.uT8.e1	a12881227.s3.uT33.e5	NO_RELATION
a12881227.s3.uT8.e1	a12881227.s3.uT34.e6	INHIBITOR
a12881227.s3.uT9.e2	a12881227.s3.uT31.e3	INHIBITOR
a12881227.s3.uT9.e2	a12881227.s3.uT32.e4	INHIBITOR
a12881227.s3.uT9.e2	a12881227.s3.uT33.e5	INHIBITOR
a12881227.s3.uT9.e2	a12881227.s3.uT34.e6	INHIBITOR
a12881227.s4.uT11.e1	a12881227.s4.uT36.e2	INHIBITOR
a12881227.s4.uT11.e1	a12881227.s4.uT37.e3	INHIBITOR
a12881227.s4.uT11.e1	a12881227.s4.uT38.e4	INHIBITOR
a12881227.s5.uT13.e1	a12881227.s5.uT39.e3	INHIBITOR
a12881227.s5.uT14.e2	a12881227.s5.uT39.e3	INHIBITOR
a12881227.s5.uT15.e4	a12881227.s5.uT39.e3	INHIBITOR
a12881227.s5.uT16.e5	a12881227.s5.uT39.e3	NO_RELATION
a12881227.s6.uT20.e1	a12881227.s6.uT41.e2	INHIBITOR
a12881227.s6.uT20.e1	a12881227.s6.uT42.e3	INHIBITOR
a12881227.s6.uT1.e4	a12881227.s6.uT41.e2	INHIBITOR
a12881227.s6.uT1.e4	a12881227.s6.uT42.e3	INHIBITOR
a12881227.s7.uT2.e2	a12881227.s7.uT21.e1	SUBSTRATE
a12881227.s7.uT2.e2	a12881227.s7.uT22.e3	ACTIVATOR
a12881227.s7.uT2.e2	a12881227.s7.uT23.e5	INHIBITOR
a12881227.s7.uT5.e4	a12881227.s7.uT21.e1	INHIBITOR
a12881227.s7.uT5.e4	a12881227.s7.uT22.e3	INHIBITOR
a12881227.s7.uT5.e4	a12881227.s7.uT23.e5	INHIBITOR
a17161452.s0.uT12.e1	a17161452.s0.uT23.e2	DIRECT-REGULATOR
a17161452.s0.uT12.e1	a17161452.s0.uT24.e3	NO_RELATION
a17161452.s3.uT4.e1	a17161452.s3.uT16.e2	SUBSTRATE
a17161452.s3.uT4.e1	a17161452.s3.uT17.e4	DIRECT-REGULATOR
a17161452.s3.uT4.e1	a17161452.s3.uT18.e5	DIRECT-REGULATOR
a17161452.s3.uT5.e3	a17161452.s3.uT16.e2	DIRECT-REGULATOR
a17161452.s3.uT5.e3	a17161452.s3.uT17.e4	DIRECT-REGULATOR
a17161452.s3.uT5.e3	a17161452.s3.uT18.e5	DIRECT-REGULATOR
a17161452.s3.uT7.e6	a17161452.s3.uT16.e2	DIRECT-REGULATOR
a17161452.s3.uT7.e6	a17161452.s3.uT17.e4	DIRECT-REGULATOR
a17161452.s3.uT7.e6	a17161452.s3.uT18.e5	DIRECT-REGULATOR
a17161452.s4.uT8.e3	a17161452.s4.uT19.e1	DIRECT-REGULATOR
a17161452.s4.uT8.e3	a17161452.s4.uT20.e2	NO_RELATION
a17161452.s5.uT9.e1	a17161452.s5.uT21.e2	NO_RELATION
a17161452.s5.uT10.e3	a17161452.s5.uT21.e2	DIRECT-REGULATOR
a17161452.s6.uT11.e1	a17161452.s6.uT22.e2	AGONIST
a10064839.s0.uT50.e1	a10064839.s0.uT56.e2	DIRECT-REGULATOR
a10064839.s0.uT49.e3	a10064839.s0.uT56.e2	DIRECT-REGULATOR
a10064839.s0.uT51.e4	a10064839.s0.uT56.e2	DIRECT-REGULATOR
a17138644.s0.uT11.e2	a17138644.s0.uT45.e1	ANTAGONIST
a3345199.s0.uT24.e1	a3345199.s0.uT35.e3	DIRECT-REGULATOR
a3345199.s0.uT25.e2	a3345199.s0.uT35.e3	ANTAGONIST
a3345199.s1.uT16.e3	a3345199.s1.uT26.e1	NO_RELATION
a3345199.s1.uT16.e3	a3345199.s1.uT32.e2	INHIBITOR
a3345199.s1.uT17.e4	a3345199.s1.uT26.e1	NO_RELATION
a3345199.s1.uT17.e4	a3345199.s1.uT32.e2	INHIBITOR
a3345199.s1.uT18.e5	a3345199.s1.uT26.e1	ANTAGONIST
a3345199.s1.uT18.e5	a3345199.s1.uT32.e2	INHIBITOR
a3345199.s1.uT6.e6	a3345199.s1.uT26.e1	NO_RELATION
a3345199.s1.uT6.e6	a3345199.s1.uT32.e2	INHIBITOR
a3345199.s1.uT8.e7	a3345199.s1.uT26.e1	NO_RELATION
a3345199.s1.uT8.e7	a3345199.s1.uT32.e2	INHIBITOR
a3345199.s3.uT9.e1	a3345199.s3.uT33.e8	INHIBITOR
a3345199.s3.uT10.e2	a3345199.s3.uT33.e8	INHIBITOR
a3345199.s3.uT11.e3	a3345199.s3.uT33.e8	INHIBITOR
a3345199.s3.uT12.e4	a3345199.s3.uT33.e8	INHIBITOR
a3345199.s3.uT13.e5	a3345199.s3.uT33.e8	INHIBITOR
a3345199.s3.uT14.e6	a3345199.s3.uT33.e8	INHIBITOR
a3345199.s3.uT15.e7	a3345199.s3.uT33.e8	INHIBITOR
a3345199.s11.uT7.e1	a3345199.s11.uT30.e2	INHIBITOR
a1356794.s1.uT11.e2	a1356794.s1.uT18.e1	AGONIST
a1356794.s1.uT11.e2	a1356794.s1.uT12.e3	ANTAGONIST
a1356794.s1.uT11.e2	a1356794.s1.uT13.e5	ANTAGONIST
a1356794.s1.uT11.e2	a1356794.s1.uT14.e7	NO_RELATION
a1356794.s1.uT1.e4	a1356794.s1.uT18.e1	ANTAGONIST
a1356794.s1.uT1.e4	a1356794.s1.uT12.e3	ANTAGONIST
a1356794.s1.uT1.e4	a1356794.s1.uT13.e5	ANTAGONIST
a1356794.s1.uT1.e4	a1356794.s1.uT14.e7	ANTAGONIST
a1356794.s1.uT2.e6	a1356794.s1.uT18.e1	ANTAGONIST
a1356794.s1.uT2.e6	a1356794.s1.uT12.e3	ANTAGONIST
a1356794.s1.uT2.e6	a1356794.s1.uT13.e5	ANTAGONIST
a1356794.s1.uT2.e6	a1356794.s1.uT14.e7	ANTAGONIST
a1356794.s1.uT3.e8	a1356794.s1.uT18.e1	ANTAGONIST
a1356794.s1.uT3.e8	a1356794.s1.uT12.e3	ANTAGONIST
a1356794.s1.uT3.e8	a1356794.s1.uT13.e5	ANTAGONIST
a1356794.s1.uT3.e8	a1356794.s1.uT14.e7	ANTAGONIST
a1356794.s2.uT4.e2	a1356794.s2.uT15.e1	DIRECT-REGULATOR
a1356794.s2.uT5.e3	a1356794.s2.uT15.e1	DIRECT-REGULATOR
a1356794.s2.uT6.e4	a1356794.s2.uT15.e1	DIRECT-REGULATOR
a1356794.s3.uT7.e2	a1356794.s3.uT16.e1	ANTAGONIST
a1356794.s3.uT8.e3	a1356794.s3.uT16.e1	ANTAGONIST
a17205056.s0.uT12.e1	a17205056.s0.uT26.e2	INHIBITOR
a17205056.s2.uT2.e1	a17205056.s2.uT15.e4	INHIBITOR
a17205056.s2.uT3.e2	a17205056.s2.uT15.e4	INHIBITOR
a17205056.s2.uT4.e3	a17205056.s2.uT15.e4	INHIBITOR
a17205056.s3.uT5.e3	a17205056.s3.uT16.e1	ANTAGONIST
a17205056.s3.uT5.e3	a17205056.s3.uT17.e2	INHIBITOR
a17205056.s3.uT5.e3	a17205056.s3.uT18.e4	ANTAGONIST
a17205056.s3.uT5.e3	a17205056.s3.uT19.e6	ANTAGONIST
a17205056.s3.uT5.e3	a17205056.s3.uT20.e7	ANTAGONIST
a17205056.s3.uT6.e5	a17205056.s3.uT16.e1	INHIBITOR
a17205056.s3.uT6.e5	a17205056.s3.uT17.e2	INHIBITOR
a17205056.s3.uT6.e5	a17205056.s3.uT18.e4	DIRECT-REGULATOR
a17205056.s3.uT6.e5	a17205056.s3.uT19.e6	DIRECT-REGULATOR
a17205056.s3.uT6.e5	a17205056.s3.uT20.e7	DIRECT-REGULATOR
a17205056.s4.uT7.e1	a17205056.s4.uT22.e2	INHIBITOR
a17488480.s1.uT1.e1	a17488480.s1.uT49.e4	INHIBITOR
a17488480.s1.uT1.e1	a17488480.s1.uT32.e5	INHIBITOR
a17488480.s1.uT1.e1	a17488480.s1.uT34.e6	INHIBITOR
a17488480.s1.uT1.e1	a17488480.s1.uT38.e7	INHIBITOR
a17488480.s1.uT15.e2	a17488480.s1.uT49.e4	INHIBITOR
a17488480.s1.uT15.e2	a17488480.s1.uT32.e5	INHIBITOR
a17488480.s1.uT15.e2	a17488480.s1.uT34.e6	INHIBITOR
a17488480.s1.uT15.e2	a17488480.s1.uT38.e7	INHIBITOR
a17488480.s1.uT18.e3	a17488480.s1.uT49.e4	INHIBITOR
a17488480.s1.uT18.e3	a17488480.s1.uT32.e5	INHIBITOR
a17488480.s1.uT18.e3	a17488480.s1.uT34.e6	INHIBITOR
a17488480.s1.uT18.e3	a17488480.s1.uT38.e7	INHIBITOR
a17488480.s4.uT16.e1	a17488480.s4.uT44.e3	INHIBITOR
a17488480.s4.uT16.e1	a17488480.s4.uT45.e4	INHIBITOR
a17488480.s4.uT17.e2	a17488480.s4.uT44.e3	INHIBITOR
a17488480.s4.uT17.e2	a17488480.s4.uT45.e4	INHIBITOR
a17488480.s6.uT20.e1	a17488480.s6.uT46.e3	INDIRECT-DOWNREGULATOR
a17488480.s6.uT20.e1	a17488480.s6.uT47.e4	INDIRECT-DOWNREGULATOR
a17488480.s6.uT21.e2	a17488480.s6.uT46.e3	INDIRECT-DOWNREGULATOR
a17488480.s6.uT21.e2	a17488480.s6.uT47.e4	INDIRECT-UPREGULATOR
a17488480.s7.uT22.e1	a17488480.s7.uT48.e3	INHIBITOR
a17488480.s7.uT22.e1	a17488480.s7.uT50.e6	INHIBITOR
a17488480.s7.uT23.e2	a17488480.s7.uT48.e3	INHIBITOR
a17488480.s7.uT23.e2	a17488480.s7.uT50.e6	INHIBITOR
a17488480.s7.uT24.e4	a17488480.s7.uT48.e3	INHIBITOR
a17488480.s7.uT24.e4	a17488480.s7.uT50.e6	INHIBITOR
a17488480.s7.uT25.e5	a17488480.s7.uT48.e3	INHIBITOR
a17488480.s7.uT25.e5	a17488480.s7.uT50.e6	INHIBITOR
a17488480.s7.uT27.e7	a17488480.s7.uT48.e3	INHIBITOR
